Data_as_of,DCF Region,DCF Office,Demographic,SFY,TOTAL_ENTRY,FOSTER_CARE,RELATIVE_CARE,SPECIAL_STUDY,THERAPEUTIC_FOSTER_CARE,PDC_SAFE_HOME,SHELTER,GROUP_HOME,RESIDENTIAL,DCF_HIGHMEADOWS,DCF_SOLNIT,DCF_CJTS,HOSPITAL,INDEPENDENT_LIVING,Demographic_Type
9/19/2017,Region 2,New Haven Office,Hispanic,2011,83,28,11,3,5,16,5,3,10,0,0,2,0,0,Race
9/19/2017,Region 2,New Haven Office,Non-Hispanic Black,2011,93,42,14,4,1,10,8,2,7,0,0,3,0,2,Race
9/19/2017,Region 2,New Haven Office,Non-Hispanic Other,2011,16,14,0,0,0,2,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 2,New Haven Office,Non-Hispanic White,2011,20,11,3,0,0,0,1,1,3,0,0,0,1,0,Race
9/19/2017,Region 3,Middletown Office,Hispanic,2011,20,6,6,2,0,5,0,0,1,0,0,0,0,0,Race
9/19/2017,Region 3,Middletown Office,Non-Hispanic Black,2011,21,8,7,0,0,5,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Middletown Office,Non-Hispanic Other,2011,10,3,4,0,0,3,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Middletown Office,Non-Hispanic White,2011,52,22,15,0,0,5,4,0,3,0,1,0,1,1,Race
9/19/2017,Region 3,Norwich Office,Hispanic,2011,34,19,4,0,0,0,2,1,7,0,0,1,0,0,Race
9/19/2017,Region 3,Norwich Office,Non-Hispanic Black,2011,47,22,3,0,1,10,3,1,3,0,0,1,3,0,Race
9/19/2017,Region 3,Norwich Office,Non-Hispanic Other,2011,25,12,5,1,0,1,2,0,0,0,0,0,4,0,Race
9/19/2017,Region 3,Norwich Office,Non-Hispanic White,2011,116,58,17,3,0,5,3,0,12,0,0,2,16,0,Race
9/19/2017,Region 3,Willimantic Office,Hispanic,2011,22,13,6,2,0,0,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Willimantic Office,Non-Hispanic Black,2011,4,3,0,0,0,0,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Willimantic Office,Non-Hispanic Other,2011,8,5,1,0,0,0,2,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Willimantic Office,Non-Hispanic White,2011,64,32,11,1,3,4,3,1,3,0,1,1,4,0,Race
9/19/2017,Region 4,Hartford Office,Hispanic,2011,204,129,22,3,2,14,13,4,8,0,5,1,2,1,Race
9/19/2017,Region 4,Hartford Office,Non-Hispanic Black,2011,172,103,39,2,2,6,6,0,4,0,1,1,5,3,Race
9/19/2017,Region 4,Hartford Office,Non-Hispanic Other,2011,23,16,1,2,1,1,0,0,1,0,0,0,1,0,Race
9/19/2017,Region 4,Hartford Office,Non-Hispanic White,2011,19,10,3,0,0,1,0,2,0,0,0,0,3,0,Race
9/19/2017,Region 4,Manchester Office,Hispanic,2011,54,27,9,1,1,2,7,2,4,0,0,0,1,0,Race
9/19/2017,Region 4,Manchester Office,Non-Hispanic Black,2011,60,35,11,0,1,9,0,2,1,0,0,0,0,1,Race
9/19/2017,Region 4,Manchester Office,Non-Hispanic Other,2011,16,5,5,0,0,1,3,1,1,0,0,0,0,0,Race
9/19/2017,Region 4,Manchester Office,Non-Hispanic White,2011,112,51,22,4,2,11,8,3,4,0,3,0,4,0,Race
9/19/2017,Region 5,Danbury Office,Hispanic,2011,11,4,2,0,0,1,3,0,1,0,0,0,0,0,Race
9/19/2017,Region 5,Danbury Office,Non-Hispanic Black,2011,7,1,4,0,0,0,1,0,0,0,0,0,1,0,Race
9/19/2017,Region 5,Danbury Office,Non-Hispanic White,2011,39,16,5,0,1,4,5,1,5,0,1,0,1,0,Race
9/19/2017,Region 5,Torrington Office,Hispanic,2011,11,9,0,0,0,0,1,0,0,0,0,0,1,0,Race
9/19/2017,Region 5,Torrington Office,Non-Hispanic Black,2011,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 5,Torrington Office,Non-Hispanic Other,2011,10,7,1,0,1,0,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 5,Torrington Office,Non-Hispanic White,2011,98,59,16,0,0,10,5,0,3,0,4,0,1,0,Race
9/19/2017,Region 5,Waterbury Office,Hispanic,2011,97,67,9,0,0,9,5,0,6,0,0,0,1,0,Race
9/19/2017,Region 5,Waterbury Office,Non-Hispanic Black,2011,51,30,6,0,1,3,2,1,5,0,0,1,1,1,Race
9/19/2017,Region 5,Waterbury Office,Non-Hispanic Other,2011,16,7,2,0,0,0,1,1,2,0,0,2,1,0,Race
9/19/2017,Region 5,Waterbury Office,Non-Hispanic White,2011,79,37,17,3,0,7,2,1,9,0,1,0,2,0,Race
9/19/2017,Region 6,Meriden Office,Hispanic,2011,53,25,7,4,0,6,5,0,5,0,0,0,1,0,Race
9/19/2017,Region 6,Meriden Office,Non-Hispanic Black,2011,18,11,1,0,0,3,2,1,0,0,0,0,0,0,Race
9/19/2017,Region 6,Meriden Office,Non-Hispanic Other,2011,6,5,0,0,0,0,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 6,Meriden Office,Non-Hispanic White,2011,29,9,8,2,0,5,2,0,2,0,0,0,1,0,Race
9/19/2017,Region 6,New Britain Office,Hispanic,2011,94,42,12,0,3,4,12,2,8,0,1,7,3,0,Race
9/19/2017,Region 6,New Britain Office,Non-Hispanic Black,2011,26,12,5,0,1,2,1,2,2,0,0,1,0,0,Race
9/19/2017,Region 6,New Britain Office,Non-Hispanic Other,2011,12,3,0,0,1,3,0,0,3,0,0,1,1,0,Race
9/19/2017,Region 6,New Britain Office,Non-Hispanic White,2011,120,26,44,4,5,5,9,2,16,0,0,1,7,1,Race
9/19/2017,Region 0,Aftercare,Hispanic,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Race
9/19/2017,Region 0,Aftercare,Non-Hispanic Black,2012,5,0,0,0,0,0,0,2,0,0,0,3,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Hispanic,2012,18,0,0,0,0,0,0,1,6,0,1,10,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Non-Hispanic Black,2012,25,0,0,0,0,0,0,2,8,0,1,14,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Non-Hispanic Other,2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Non-Hispanic White,2012,6,0,0,0,0,0,0,0,5,0,0,1,0,0,Race
9/19/2017,Region 0,Hotline,Hispanic,2012,4,1,3,0,0,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 0,Hotline,Non-Hispanic Black,2012,3,0,0,0,0,3,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 0,Unassigned_Office,Hispanic,2012,2,1,0,0,1,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 0,Unassigned_Office,Non-Hispanic Black,2012,8,0,0,0,0,0,0,0,3,0,0,5,0,0,Race
9/19/2017,Region 0,Unassigned_Office,Non-Hispanic Other,2012,2,1,0,0,0,0,0,0,1,0,0,0,0,0,Race
9/19/2017,Region 0,Unassigned_Office,Non-Hispanic White,2012,5,0,3,0,0,0,0,0,1,0,0,1,0,0,Race
9/19/2017,Region 1,Bridgeport Office,Hispanic,2012,70,27,13,4,1,3,10,2,4,0,1,4,1,0,Race
9/19/2017,Region 1,Bridgeport Office,Non-Hispanic Black,2012,76,28,12,4,6,5,5,0,5,0,0,10,1,0,Race
9/19/2017,Region 1,Bridgeport Office,Non-Hispanic Other,2012,8,2,1,0,0,0,1,0,3,0,0,0,0,1,Race
9/19/2017,Region 1,Bridgeport Office,Non-Hispanic White,2012,21,5,3,0,1,3,4,1,3,0,0,1,0,0,Race
9/19/2017,Region 1,Norwalk Office,Hispanic,2012,28,18,4,1,3,1,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 1,Norwalk Office,Non-Hispanic Black,2012,15,9,1,0,1,0,2,0,0,0,1,0,1,0,Race
9/19/2017,Region 1,Norwalk Office,Non-Hispanic Other,2012,3,0,0,0,3,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 1,Norwalk Office,Non-Hispanic White,2012,10,2,4,1,0,0,2,0,1,0,0,0,0,0,Race
9/19/2017,Region 1,Stamford Office,Hispanic,2012,2,1,0,0,1,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 1,Stamford Office,Non-Hispanic Black,2012,9,3,0,0,0,5,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 1,Stamford Office,Non-Hispanic Other,2012,2,1,0,0,0,0,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 1,Stamford Office,Non-Hispanic White,2012,3,1,0,0,0,0,2,0,0,0,0,0,0,0,Race
9/19/2017,Region 2,Milford Office,Hispanic,2012,19,6,6,0,1,2,4,0,0,0,0,0,0,0,Race
9/19/2017,Region 2,Milford Office,Non-Hispanic Black,2012,26,11,4,0,0,2,3,2,4,0,0,0,0,0,Race
9/19/2017,Region 2,Milford Office,Non-Hispanic Other,2012,6,3,3,0,0,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 2,Milford Office,Non-Hispanic White,2012,42,18,5,4,0,0,8,0,5,0,2,0,0,0,Race
9/19/2017,Region 2,New Haven Office,Hispanic,2012,52,23,7,4,2,3,9,0,3,0,0,0,0,1,Race
9/19/2017,Region 2,New Haven Office,Non-Hispanic Black,2012,92,32,23,6,3,4,11,2,3,0,0,3,2,3,Race
9/19/2017,Region 2,New Haven Office,Non-Hispanic Other,2012,5,3,2,0,0,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 2,New Haven Office,Non-Hispanic White,2012,23,9,6,3,0,1,2,0,1,0,0,0,0,1,Race
9/19/2017,Region 3,Middletown Office,Hispanic,2012,14,5,2,1,3,1,1,0,0,0,1,0,0,0,Race
9/19/2017,Region 3,Middletown Office,Non-Hispanic Black,2012,4,1,1,0,0,1,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Middletown Office,Non-Hispanic Other,2012,7,2,4,0,0,0,0,0,1,0,0,0,0,0,Race
9/19/2017,Region 3,Middletown Office,Non-Hispanic White,2012,63,23,15,5,2,6,5,0,3,0,3,0,1,0,Race
9/19/2017,Region 3,Norwich Office,Hispanic,2012,41,19,7,4,0,2,1,0,4,0,2,0,2,0,Race
9/19/2017,Region 3,Norwich Office,Non-Hispanic Black,2012,28,13,6,0,0,3,3,0,0,0,0,0,2,1,Race
9/19/2017,Region 3,Norwich Office,Non-Hispanic Other,2012,17,7,5,1,0,0,0,0,2,0,0,0,2,0,Race
9/19/2017,Region 3,Norwich Office,Non-Hispanic White,2012,99,30,22,2,0,12,9,3,9,0,2,4,6,0,Race
9/19/2017,Region 3,Willimantic Office,Hispanic,2012,34,25,4,0,0,3,1,0,1,0,0,0,0,0,Race
9/19/2017,Region 3,Willimantic Office,Non-Hispanic Black,2012,7,4,2,0,0,0,0,0,0,0,0,0,1,0,Race
9/19/2017,Region 3,Willimantic Office,Non-Hispanic Other,2012,16,11,2,2,0,0,0,0,1,0,0,0,0,0,Race
9/19/2017,Region 3,Willimantic Office,Non-Hispanic White,2012,82,54,11,0,0,2,4,0,6,0,2,0,2,1,Race
9/19/2017,Region 4,Hartford Office,Hispanic,2012,139,53,36,2,2,9,10,4,8,0,2,3,9,1,Race
9/19/2017,Region 4,Hartford Office,Non-Hispanic Black,2012,161,84,27,6,2,5,12,4,9,0,1,2,8,1,Race
9/19/2017,Region 4,Hartford Office,Non-Hispanic Other,2012,19,14,2,1,0,0,0,0,0,0,1,0,1,0,Race
9/19/2017,Region 4,Hartford Office,Non-Hispanic White,2012,22,7,9,0,0,0,1,1,1,0,0,0,2,1,Race
9/19/2017,Region 4,Manchester Office,Hispanic,2012,29,12,9,0,1,0,2,1,1,0,1,0,1,1,Race
9/19/2017,Region 4,Manchester Office,Non-Hispanic Black,2012,21,8,6,0,3,0,1,0,1,0,1,0,1,0,Race
9/19/2017,Region 4,Manchester Office,Non-Hispanic Other,2012,12,5,3,1,0,1,1,0,0,0,0,0,1,0,Race
9/19/2017,Region 4,Manchester Office,Non-Hispanic White,2012,73,28,18,4,1,5,3,1,7,0,1,1,4,0,Race
9/19/2017,Region 5,Danbury Office,Hispanic,2012,10,3,2,3,0,0,0,0,0,0,0,0,2,0,Race
9/19/2017,Region 5,Danbury Office,Non-Hispanic Black,2012,10,4,2,0,0,3,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 5,Danbury Office,Non-Hispanic Other,2012,5,2,2,0,0,1,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 5,Danbury Office,Non-Hispanic White,2012,21,7,4,0,4,0,1,1,3,0,1,0,0,0,Race
9/19/2017,Region 5,Torrington Office,Hispanic,2012,14,10,0,0,0,1,0,0,2,0,0,0,1,0,Race
9/19/2017,Region 5,Torrington Office,Non-Hispanic Black,2012,3,2,0,0,0,0,0,0,0,0,0,0,1,0,Race
9/19/2017,Region 5,Torrington Office,Non-Hispanic Other,2012,21,20,0,0,0,0,0,1,0,0,0,0,0,0,Race
9/19/2017,Region 5,Torrington Office,Non-Hispanic White,2012,66,34,17,2,0,1,3,2,2,0,1,1,3,0,Race
9/19/2017,Region 5,Waterbury Office,Hispanic,2012,96,53,20,2,0,3,3,2,7,0,2,2,1,1,Race
9/19/2017,Region 5,Waterbury Office,Non-Hispanic Black,2012,43,23,7,0,1,0,3,2,1,0,0,3,0,3,Race
9/19/2017,Region 5,Waterbury Office,Non-Hispanic Other,2012,19,12,2,0,0,0,1,0,1,0,0,3,0,0,Race
9/19/2017,Region 5,Waterbury Office,Non-Hispanic White,2012,43,18,6,3,0,5,1,0,7,0,1,1,1,0,Race
9/19/2017,Region 6,Meriden Office,Hispanic,2012,24,7,6,1,1,4,2,0,1,0,1,0,1,0,Race
9/19/2017,Region 6,Meriden Office,Non-Hispanic Black,2012,7,3,1,1,0,1,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 6,Meriden Office,Non-Hispanic Other,2012,7,1,4,2,0,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 6,Meriden Office,Non-Hispanic White,2012,29,12,12,1,1,0,1,0,1,0,1,0,0,0,Race
9/19/2017,Region 6,New Britain Office,Hispanic,2012,59,17,11,9,2,1,7,2,4,0,1,4,1,0,Race
9/19/2017,Region 6,New Britain Office,Non-Hispanic Black,2012,11,4,4,0,1,1,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 6,New Britain Office,Non-Hispanic Other,2012,12,5,1,0,1,1,1,2,1,0,0,0,0,0,Race
9/19/2017,Region 6,New Britain Office,Non-Hispanic White,2012,92,22,23,4,1,9,10,2,12,0,1,2,5,1,Race
9/19/2017,Region 0,Gen'l Administration,Hispanic,2013,9,0,0,0,0,0,0,0,1,0,0,8,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Non-Hispanic Black,2013,23,0,0,0,0,0,0,0,5,0,0,18,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Non-Hispanic Other,2013,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Non-Hispanic White,2013,9,0,0,0,0,0,0,0,3,0,0,6,0,0,Race
9/19/2017,Region 0,Unassigned_Office,Hispanic,2013,5,1,0,0,0,0,1,0,1,0,0,1,1,0,Race
9/19/2017,Region 0,Unassigned_Office,Non-Hispanic Black,2013,3,0,0,0,0,0,0,0,0,0,0,2,0,1,Race
9/19/2017,Region 0,Unassigned_Office,Non-Hispanic Other,2013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 0,Unassigned_Office,Non-Hispanic White,2013,4,1,0,0,0,0,0,0,2,0,0,1,0,0,Race
9/19/2017,Region 1,Bridgeport Office,Hispanic,2013,57,33,4,3,1,1,8,1,2,0,1,2,1,0,Race
9/19/2017,Region 1,Bridgeport Office,Non-Hispanic Black,2013,88,28,13,4,4,0,9,3,6,0,1,18,0,2,Race
9/19/2017,Region 1,Bridgeport Office,Non-Hispanic Other,2013,8,5,1,0,0,0,0,1,0,0,0,1,0,0,Race
9/19/2017,Region 1,Bridgeport Office,Non-Hispanic White,2013,29,8,6,1,0,3,3,0,3,0,2,2,1,0,Race
9/19/2017,Region 1,Norwalk Office,Hispanic,2013,12,10,0,0,1,0,0,0,1,0,0,0,0,0,Race
9/19/2017,Region 1,Norwalk Office,Non-Hispanic Black,2013,11,1,6,0,0,0,3,1,0,0,0,0,0,0,Race
9/19/2017,Region 1,Norwalk Office,Non-Hispanic Other,2013,2,0,1,0,0,0,1,0,0,0,0,0,0,0,Race
9/19/2017,Region 1,Norwalk Office,Non-Hispanic White,2013,4,1,1,0,2,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 1,Stamford Office,Hispanic,2013,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 1,Stamford Office,Non-Hispanic Black,2013,3,1,0,0,0,0,0,2,0,0,0,0,0,0,Race
9/19/2017,Region 1,Stamford Office,Non-Hispanic White,2013,3,1,0,0,0,0,1,0,1,0,0,0,0,0,Race
9/19/2017,Region 2,Milford Office,Hispanic,2013,17,11,2,1,0,0,1,0,2,0,0,0,0,0,Race
9/19/2017,Region 2,Milford Office,Non-Hispanic Black,2013,27,13,2,2,0,3,4,2,0,0,0,0,0,1,Race
9/19/2017,Region 2,Milford Office,Non-Hispanic Other,2013,14,9,4,0,0,1,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 2,Milford Office,Non-Hispanic White,2013,47,29,8,2,0,0,3,0,4,0,0,0,0,1,Race
9/19/2017,Region 2,New Haven Office,Hispanic,2013,51,25,11,3,0,0,5,1,2,0,1,0,2,1,Race
9/19/2017,Region 2,New Haven Office,Non-Hispanic Black,2013,79,40,13,2,7,3,5,0,1,0,0,8,0,0,Race
9/19/2017,Region 2,New Haven Office,Non-Hispanic Other,2013,7,4,0,0,0,0,0,0,0,0,0,3,0,0,Race
9/19/2017,Region 2,New Haven Office,Non-Hispanic White,2013,33,22,8,0,0,0,2,0,1,0,0,0,0,0,Race
9/19/2017,Region 3,Middletown Office,Hispanic,2013,9,2,3,1,0,1,1,0,0,0,1,0,0,0,Race
9/19/2017,Region 3,Middletown Office,Non-Hispanic Black,2013,9,0,0,5,1,2,0,0,0,0,0,0,0,1,Race
9/19/2017,Region 3,Middletown Office,Non-Hispanic Other,2013,5,4,0,0,0,1,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Middletown Office,Non-Hispanic White,2013,25,10,11,0,1,0,3,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Norwich Office,Hispanic,2013,46,23,7,2,3,2,3,1,2,0,1,2,0,0,Race
9/19/2017,Region 3,Norwich Office,Non-Hispanic Black,2013,21,6,3,0,3,0,2,0,3,0,0,3,1,0,Race
9/19/2017,Region 3,Norwich Office,Non-Hispanic Other,2013,14,6,1,0,0,1,1,0,1,0,0,2,2,0,Race
9/19/2017,Region 3,Norwich Office,Non-Hispanic White,2013,99,45,20,4,0,1,9,4,4,0,2,6,4,0,Race
9/19/2017,Region 3,Willimantic Office,Hispanic,2013,34,19,6,2,0,1,4,1,0,0,0,0,1,0,Race
9/19/2017,Region 3,Willimantic Office,Non-Hispanic Black,2013,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 3,Willimantic Office,Non-Hispanic Other,2013,7,1,3,0,1,0,0,0,0,0,1,0,1,0,Race
9/19/2017,Region 3,Willimantic Office,Non-Hispanic White,2013,75,49,16,3,1,1,2,1,0,0,0,0,1,1,Race
9/19/2017,Region 4,Hartford Office,Hispanic,2013,188,77,57,5,2,4,14,2,9,0,1,7,10,0,Race
9/19/2017,Region 4,Hartford Office,Non-Hispanic Black,2013,119,47,35,3,1,0,7,7,8,0,3,5,3,0,Race
9/19/2017,Region 4,Hartford Office,Non-Hispanic Other,2013,15,8,3,0,0,0,1,0,1,0,0,1,1,0,Race
9/19/2017,Region 4,Hartford Office,Non-Hispanic White,2013,25,6,5,0,0,0,4,1,3,0,1,0,5,0,Race
9/19/2017,Region 4,Manchester Office,Hispanic,2013,36,12,10,2,0,1,3,1,3,0,0,0,4,0,Race
9/19/2017,Region 4,Manchester Office,Non-Hispanic Black,2013,39,17,12,2,0,0,0,1,2,0,1,0,2,2,Race
9/19/2017,Region 4,Manchester Office,Non-Hispanic Other,2013,11,7,3,0,0,0,0,0,0,0,0,0,1,0,Race
9/19/2017,Region 4,Manchester Office,Non-Hispanic White,2013,67,18,27,0,1,2,6,0,9,0,2,0,2,0,Race
9/19/2017,Region 5,Danbury Office,Hispanic,2013,16,13,0,0,0,0,1,0,0,0,0,0,1,1,Race
9/19/2017,Region 5,Danbury Office,Non-Hispanic Black,2013,6,3,2,0,0,1,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 5,Danbury Office,Non-Hispanic Other,2013,7,6,0,0,0,1,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 5,Danbury Office,Non-Hispanic White,2013,32,19,5,3,1,0,2,0,2,0,0,0,0,0,Race
9/19/2017,Region 5,Torrington Office,Hispanic,2013,18,11,1,0,0,3,1,0,0,0,2,0,0,0,Race
9/19/2017,Region 5,Torrington Office,Non-Hispanic Black,2013,6,3,2,0,0,0,0,1,0,0,0,0,0,0,Race
9/19/2017,Region 5,Torrington Office,Non-Hispanic Other,2013,14,8,1,3,0,0,0,0,0,0,0,0,2,0,Race
9/19/2017,Region 5,Torrington Office,Non-Hispanic White,2013,54,25,14,3,4,1,3,0,1,0,1,0,2,0,Race
9/19/2017,Region 5,Waterbury Office,Hispanic,2013,79,25,30,5,0,0,5,3,6,0,1,4,0,0,Race
9/19/2017,Region 5,Waterbury Office,Non-Hispanic Black,2013,39,11,8,5,0,2,0,2,4,0,2,5,0,0,Race
9/19/2017,Region 5,Waterbury Office,Non-Hispanic Other,2013,13,8,3,0,0,0,0,0,2,0,0,0,0,0,Race
9/19/2017,Region 5,Waterbury Office,Non-Hispanic White,2013,48,11,18,2,1,1,4,2,5,0,0,4,0,0,Race
9/19/2017,Region 6,Meriden Office,Hispanic,2013,30,9,10,2,2,0,4,0,2,0,0,0,1,0,Race
9/19/2017,Region 6,Meriden Office,Non-Hispanic Black,2013,9,3,2,1,0,0,0,1,2,0,0,0,0,0,Race
9/19/2017,Region 6,Meriden Office,Non-Hispanic Other,2013,4,3,1,0,0,0,0,0,0,0,0,0,0,0,Race
9/19/2017,Region 6,Meriden Office,Non-Hispanic White,2013,32,13,7,2,1,1,3,2,0,0,0,0,3,0,Race
9/19/2017,Region 6,New Britain Office,Hispanic,2013,67,26,9,3,3,3,7,5,3,0,2,4,2,0,Race
9/19/2017,Region 6,New Britain Office,Non-Hispanic Black,2013,21,6,4,2,0,1,1,0,4,0,0,2,0,1,Race
9/19/2017,Region 6,New Britain Office,Non-Hispanic Other,2013,6,2,0,0,1,0,0,0,1,0,1,0,1,0,Race
9/19/2017,Region 6,New Britain Office,Non-Hispanic White,2013,64,12,26,1,4,1,6,5,5,0,2,0,1,1,Race
9/19/2017,Region 0,Gen'l Administration,Hispanic,2014,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Race
9/19/2017,Region 0,Gen'l Administration,Non-Hispanic Black,2014,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Race
